Time(s),alphas
95.57,2.0949471056469444
98.57,2.0984038582895383
101.57,2.1053683086411663
104.57,2.079189307861206
107.57,2.077175522631392
110.57,2.1029418938960287
113.57,2.106771261703995
116.57,2.0980483953942213
119.57,2.081112473444662
122.57,2.0965131636422156
125.57,2.096597626956266
128.57,2.095967061458921
131.57,2.0803387937092497
134.57,2.061527439580343
137.57,2.0423295577046234
140.57,2.075148582374287
143.57,2.082875890541389
146.57,2.0508970476128106
149.57,2.0744070507187944
152.57,2.0611014260226215
155.57,2.068869327486647
158.57,2.080160906283262
161.57,2.0915121862649246
164.57,2.083197143776943
167.57,2.0884012603486086
170.57,2.08782131033593
173.57,2.097062263128202
176.57,2.08745037053488
179.57,2.0826812356776547
182.57,2.068286310457499
185.57,2.1071934277245923
188.57,2.001839537726254
191.57,2.0693739537284954
194.57,2.0309092859684266
197.57,2.0656657690812077
200.57,2.096451481489693
203.57,2.03774292777855
206.57,1.9847748951208126
209.57,2.015315770489067
212.57,2.072965769093308
215.57,2.085821470875624
218.57,2.0584830382808557
221.57,2.029398502633121
224.57,2.070002599299115
227.57,2.0420548265616176
230.57,2.0666950610311763
233.57,2.010695885095608
236.57,2.081191698185025
239.57,2.0710461201601382
242.57,2.076647168191768
245.57,1.9925422578839445
248.57,2.0490953068988276
251.57,2.078081979966359
254.57,2.0861660733146383
257.57,2.0959690680872045
260.57,2.0582502151985134
263.57,2.078285773724904
266.57,2.056957439467531
269.57,2.0574591042672625
272.57,2.094062750420053
275.57,2.0907797364895186
278.57,2.0702536817114536
281.57,2.05633653283648
284.57,2.0908261316141328
287.57,2.084003436083353
290.57,2.050682312551572
293.57,2.0796629372380355
296.57,2.089074713903334
299.57,2.0758352489831577
302.57,2.107478457108708
305.57,2.070057116179737
308.57,2.085202012931983
311.57,2.093066998560907
314.57,2.0809502222715013
317.57,2.0815949948684853
320.57,2.0882424826667916
323.57,2.088111058895372
326.57,2.078359366069169
329.57,2.061977881920925
332.57,2.0981510686879887
335.57,2.097436470459493
338.57,2.0806471884682853
341.57,2.099736044141739
344.57,2.062202856913088
347.57,2.0906019935029683
350.57,2.090444834019203
353.57,2.0914857531905877
356.57,2.0864637747312673
359.57,2.067292316261071
362.57,2.1002517458161143
365.57,2.075338447028314
368.57,2.081664883068458
371.57,2.0922914400219867
374.57,2.099286151471045
377.57,2.0994999209468825
380.57,2.0781735826882417
383.57,2.0685759209568624
386.57,1.954956083913935
389.57,1.9175268528671243
392.57,2.033298360687077
395.57,2.083317495033505
398.57,2.092905130942349
401.57,2.0779279835278777
404.57,2.1050860181533393
407.57,2.0530094317439374
410.57,2.0401973233234756
413.57,2.053295777183168
416.57,2.0870858032276804
419.57,2.1096634795443037
422.57,2.0901792443171265
425.57,2.1044998049565096
428.57,2.1025529529416316
431.57,2.0715743342668658
434.57,2.058353097447346
437.57,2.1013481040707473
440.57,2.1100954443027353
443.57,2.1040299307624997
446.57,2.093553974465897
449.57,2.0647862076469536
452.57,2.108784803073167
455.57,2.081362006499982
458.57,2.0991186249747114
461.57,2.0681719062202624
464.57,2.0853484153055515
467.57,2.0770425978435387
470.57,2.0661150140719124
473.57,2.1099744990049785
476.57,2.0818982916689146
479.57,2.0870220965017667
482.57,2.0936076664029826
485.57,2.1035056235469693
488.57,2.097397004741428
491.57,2.098650817172863
494.57,2.0855790486420447
497.57,2.1020025999511036
500.57,2.1019991039422106
503.57,2.0926968521043974
506.57,2.1013072336646967
509.57,2.083843366935013
512.5699999999999,2.096498439690682
515.5699999999999,2.0356749963906555
518.5699999999999,2.0511365730473505
521.5699999999999,2.0817620904853658
524.5699999999999,2.095844342183119
527.5699999999999,2.0431158309559265
530.5699999999999,2.0485957438454516
533.5699999999999,2.0623586985190836
536.5699999999999,2.059032397301019
539.5699999999999,2.039931619894352
542.5699999999999,2.0787425018816936
545.5699999999999,2.0759914451104846
548.5699999999999,2.087537927497912
551.5699999999999,2.045024979048573
554.5699999999999,2.031523439432466
557.5699999999999,2.093533968058422
560.5699999999999,2.1036978008849734
563.5699999999999,2.0770186032500746
566.5699999999999,2.0745613868293513
569.5699999999999,2.092645923775177
572.5699999999999,2.1024399191250738
575.5699999999999,2.1019027451581427
578.5699999999999,2.0937046430093815
581.5699999999999,2.0887638645099167
584.5699999999999,2.0991559550863714
587.5699999999999,2.099193923212756
590.5699999999999,2.0301490431905007
593.5699999999999,2.0946501222119056
596.5699999999999,2.088438959461422
599.5699999999999,2.0951611375146153
602.5699999999999,2.102312927057698
605.5699999999999,2.057596026028227
608.5699999999999,2.0998359173056516
611.5699999999999,2.090661832910897
614.5699999999999,2.0635003294764664
617.5699999999999,2.0773544172669443
620.5699999999999,2.054209532837049
623.5699999999999,2.0464877390424623
626.5699999999999,2.051967045019206
629.5699999999999,2.0645348259051084
