Time(s),Mean RR Interval (s),LF Power,HF Power,LF_div_HF
62.07,0.9582161181886549,6.201064058006331e-09,1.6329249315507912e-10,37.975193704202745
65.07,1.0084750415247996,3.3490478211143057e-09,1.2853663127673987e-10,26.055201446067095
68.07,1.0895236250436247,8.819811768304907e-09,2.5818815254067403e-10,34.160404656505165
71.07,0.9851643683751922,7.150895343445662e-09,1.7260508667119002e-10,41.42922715289385
74.07,0.9408312805179051,1.3266556201823926e-08,1.9581609655942108e-10,67.750079972604
77.07,0.9019873954113505,9.017838231892966e-09,2.5802935561577575e-10,34.94888482890751
80.07,0.7695969237336738,3.084692157295506e-09,1.1239037581011455e-10,27.44623047179009
83.07,0.6809196456595407,6.350593196343349e-09,1.237126240566906e-10,51.33342894281529
86.07,0.7038224972052768,4.039180856621714e-09,1.396503783699014e-10,28.923522469254348
89.07,0.7652385624175483,2.707829243487163e-09,9.746252798692775e-11,27.78328552949451
92.07,0.8102541831107425,8.145719987540844e-09,1.3770027654992857e-10,59.15543666019652
95.07,0.9670246343627267,7.491503688917142e-09,1.9398109135411793e-10,38.61976255840932
98.07,1.1626392065096018,8.097713837174563e-09,3.081296837385939e-10,26.28021337939116
101.07,1.2213140420732234,1.1434825151370153e-08,2.812587698761878e-10,40.65588837071231
104.07,1.194592702864908,5.405018317268955e-09,2.4545572406310466e-10,22.020339260368477
107.07,1.2423483719187594,1.453958951556207e-08,3.1231078195591017e-10,46.554875321642484
110.07,1.1744914065755558,5.3376419433250234e-09,1.5977390980592187e-10,33.407469028007654
113.07,1.0859915380232719,8.826072385024799e-09,1.811770054610591e-10,48.715190774702435
116.07,1.0319052230493042,8.614513526244686e-09,2.6063842578233704e-10,33.051586696732095
119.07,0.9900054936487628,4.741101453232669e-09,1.4879691420378386e-10,31.862901718106357
122.07,0.9441819931559919,6.8001640167591224e-09,1.812016667208996e-10,37.528153795810525
125.07,0.9297693415974235,5.06852344570655e-09,1.0975373379199122e-10,46.18087486037219
128.07,0.9262641028423899,6.633525514986127e-09,1.9345098620520886e-10,34.29047142695576
131.07,0.8872610091090954,1.4036325313117644e-08,2.0897358316078306e-10,67.1679410421851
134.07,0.900257939821172,8.576324327546378e-09,1.7776929162679772e-10,48.24412725652975
137.07,0.9015108440165189,8.719139172215347e-09,1.271009868205285e-10,68.60009029298182
140.07,0.8883098142873024,8.271020056272536e-09,1.468148726991929e-10,56.33639088608497
143.07,0.8682189818359826,1.1753885553291517e-08,2.2017983907969578e-10,53.38311446870078
146.07,0.9343176980546909,3.958368376375664e-09,2.2598855951062106e-10,17.515790998214793
149.07,0.9345834506768069,5.266217842820285e-09,9.58425607428477e-11,54.946547775887545
152.07,0.8655689498962326,1.663715540670586e-08,2.368372947916914e-10,70.24719405505351
155.07,0.8016641507253871,6.4942532645782516e-09,1.7585796103462716e-10,36.9289694158316
158.07,0.7480306931407675,8.705262410109246e-09,1.3545448694732182e-10,64.26706568601686
161.07,0.7356991581773201,3.606530041394223e-09,1.1555042015418399e-10,31.21174320769991
164.07,0.7195539835492623,2.4058045115283354e-09,5.1833755849982796e-11,46.413856609025444
167.07,0.7577787660623571,7.0868214806802664e-09,1.5165035581420703e-10,46.73132115405399
170.07,0.8056786085408824,6.1903588809653745e-09,2.163139400146861e-10,28.617475510570863
173.07,0.8116320345535007,1.0086740402668564e-08,1.987123437470288e-10,50.76051246977144
176.07,0.8088603131636507,7.020274002340981e-09,1.438048552333593e-10,48.81805966112085
179.07,0.8266156517617169,8.114843399304781e-09,1.170457478153212e-10,69.33052717223576
182.07,0.8106424250610892,5.439991949241097e-09,1.459189216534549e-10,37.28092208740836
185.07,0.8015285126619022,8.577541844286246e-09,1.3943455908272197e-10,61.51661324648698
188.07,0.8645920457906788,7.855840885614007e-09,1.595083663414693e-10,49.25033755782144
191.07,0.8819089229186337,4.501683141891068e-09,8.879327136526558e-11,50.6984715471588
194.07,0.8889996233492145,4.069465177676153e-09,1.684328358819755e-10,24.16075913207158
197.07,0.932578829661353,5.944602580801676e-09,1.7214639250322443e-10,34.532251848904295
200.07,0.9785530107892598,7.551165631769862e-09,1.693704775788338e-10,44.58371812912412
203.07,1.0131721030003897,6.706477945285566e-09,1.8433168425675354e-10,36.382665152368425
206.07,1.1545554727911223,5.68192686190317e-09,2.130324289410976e-10,26.67165224630751
209.07,1.1816586222686523,6.982377787415993e-09,2.6422921367851956e-10,26.425457239225864
212.07,1.1581587699962035,9.607257965367012e-09,2.6425953657225866e-10,36.355387926520564
215.07,1.1423821559113685,7.335715183138586e-09,1.7409721880158246e-10,42.135740212478964
218.07,1.1229660506351673,1.26237655676764e-08,2.4087306121881486e-10,52.4083743686417
221.07,1.0045265887288355,2.7004311534367616e-09,7.302337295409601e-11,36.98036730149822
224.07,0.9848491668179675,7.064301336425694e-09,1.5591847781405386e-10,45.3076597172176
227.07,1.0467118997259945,5.321696645036032e-09,1.862815204646808e-10,28.568033113327694
230.07,1.054562569380314,6.722997619917896e-09,1.8112599934306083e-10,37.11779448727422
233.07,1.0470906157482915,7.233676101763967e-09,1.7744939461572336e-10,40.7647268531341
236.07,1.053225876160919,1.1815778676374743e-08,2.016633073925699e-10,58.5916140578486
239.07,1.023549103320588,1.0877883086865405e-08,2.5001994783732333e-10,43.5080607805868
242.07,0.9825536840163345,3.7074699368760382e-09,1.2885572205690504e-10,28.772256890840683
245.07,1.057487056565494,4.085995450812358e-09,1.1158926858858353e-10,36.61638347928367
248.07,1.0371492782595888,5.553506239941261e-09,2.809470225477531e-10,19.767094128920053
251.07,0.9806734478991329,9.167362556434985e-09,2.0428143541749318e-10,44.876141278817144
254.07,0.9885852625018657,8.06978851620647e-09,2.3139293592165504e-10,34.87482659772611
257.07,0.9730961941534,6.544005326775995e-09,1.5145869711365415e-10,43.20653387019032
260.07,0.8881042449303198,5.284816625850126e-09,9.731601483049791e-11,54.30572383235236
263.07,0.9020767858766957,1.142545817477904e-08,1.6927457407085693e-10,67.49659975511997
266.07,0.9660149653355822,1.0986636817838674e-08,1.6291172882029793e-10,67.43920095500084
269.07,0.9808575862016645,9.06042331978301e-09,1.7907994539677528e-10,50.594293513483294
272.07,0.9899397848822059,1.0129140239869354e-08,1.9674395953232185e-10,51.48386900389335
275.07,1.0165187323421145,7.57794302694346e-09,1.7938845967688945e-10,42.24320249247184
278.07,1.0422675567286606,8.338269527029789e-09,1.934828877527941e-10,43.09564336089136
281.07,1.0567777304556112,1.0335839274901331e-08,1.9091626238525815e-10,54.13807679748201
284.07,1.0859761366031175,9.619231267865545e-09,1.924366855844615e-10,49.98647341410176
287.07,1.09749662198856,9.61559620178415e-09,1.7174667073128379e-10,55.98708936156782
290.07,1.1108074151569132,6.436666603554129e-09,2.0504141981462083e-10,31.392030982684172
293.07,1.0954153728201954,7.133579811250999e-09,1.907122734617545e-10,37.40493300071518
296.07,1.0817280920516223,6.507586478430406e-09,1.8218705249740777e-10,35.71925880146175
299.07,1.0852585094854692,7.92558225885245e-09,1.7304237999717436e-10,45.80139419592974
302.07,1.06712208350032,4.787069584072601e-09,1.506106134818529e-10,31.784410629529745
305.07,1.0408741692113879,7.50702158701045e-09,2.211360495613205e-10,33.94752507292471
308.07,1.024865324537928,4.000014941906714e-09,1.7036375382076408e-10,23.479260418944754
311.07,1.0159188385153017,5.924593418621532e-09,1.6301332973404893e-10,36.344226746900496
314.07,1.0297478257752832,7.911951869230032e-09,1.5112219338158825e-10,52.35466540147487
317.07,1.0508586783783906,5.815243122013204e-09,1.8685631675071827e-10,31.121469282578325
320.07,1.059155235200074,1.3506516916859792e-08,2.08266529497303e-10,64.85207656487452
323.07,1.0698072492755573,2.53519558741559e-09,1.460019805579679e-10,17.364117786121597
326.07,1.0832859998091386,8.681504945433516e-09,1.6736469175028878e-10,51.87178283927701
329.07,1.0707764410626701,1.3903340753741306e-08,1.7004012510077935e-10,81.76505836784744
332.07,1.0747998443751898,5.502578071185454e-09,2.1219271182768932e-10,25.931984297621927
335.07,1.0633737785747492,8.979283889267433e-09,1.8252253179850076e-10,49.195481789504676
338.07,1.0522719271167358,5.516455845583827e-09,1.6191237743536675e-10,34.070624698139106
341.07,1.0158827976141405,5.179580689952162e-09,1.9788341460805934e-10,26.174910616997256
344.07,0.9925042798719379,5.450428418491353e-09,1.888590874244428e-10,28.859762550064826
347.07,0.9550621884282192,5.445884227077885e-09,1.4475417315021312e-10,37.62160432795693
350.07,0.9686243545652218,1.0080235621271838e-08,1.8356075178541555e-10,54.91498331329423
353.07,0.9567264717086005,4.284779124202643e-09,1.5079612252398248e-10,28.414385280504778
356.07,0.9961631846195039,8.080600927693654e-09,2.5070198589128145e-10,32.23189835918515
359.07,0.9926084781767436,9.093378448129644e-09,2.169754392390594e-10,41.90971328377279
362.07,1.0119700569014716,5.312252258370606e-09,1.6483850530750838e-10,32.22701060326003
365.07,1.0394813848200257,7.2568203504972066e-09,1.482148754242945e-10,48.96148466692779
368.07,1.0629126194214529,4.092331145834762e-09,1.659437327062682e-10,24.660956331978316
371.07,1.0610245657146624,1.1360734151947288e-08,1.6251118534320018e-10,69.9073982381893
374.07,1.0798223878366267,1.1659979143572015e-08,2.1647266910480108e-10,53.86351631266236
377.07,1.0997169931088846,9.357123844554013e-09,1.8946133196900162e-10,49.38804001486152
380.07,1.0846342145980434,5.806120241195976e-09,1.7302454487667292e-10,33.556627733564724
383.07,1.0809686219985144,1.1108724354941418e-08,2.2842220906984977e-10,48.63241801301578
386.07,1.066972635536269,6.0936096036134735e-09,1.9420667803196446e-10,31.376931346359402
389.07,1.0614700612324153,1.3302273492242988e-08,1.5409304540669863e-10,86.32624176603314
392.07,1.0461976866435156,6.937466448134553e-09,2.2343272303099161e-10,31.049464706977055
395.07,1.0219255599778931,7.171924274682209e-09,1.6814056208834297e-10,42.65433745198257
398.07,1.005288746550577,8.087724402485857e-09,2.0552083576383763e-10,39.352333170634815
401.07,0.9719445626959389,4.523061452542886e-09,1.4486087769416688e-10,31.223485074362603
404.07,0.971366978565272,9.342820354295168e-09,1.5128977836892554e-10,61.75447181575193
407.07,0.9830024355373936,5.9279537953705956e-09,1.8792034235715636e-10,31.545035098457227
410.07,0.9989074061013676,3.499812729384565e-09,1.1050084871729934e-10,31.672270122904997
413.07,1.0040367679373092,8.461064968108718e-09,2.379351037456117e-10,35.560389513414826
416.07,1.0055907728647773,6.853514413551759e-09,2.2488576422055742e-10,30.475536934521802
419.07,0.9660657402470418,6.364352600015569e-09,1.810572285028489e-10,35.15105501526788
422.07,0.9535967653746913,5.949561675855152e-09,1.321909752301288e-10,45.00732115409294
425.07,0.9607566422586454,7.527328223381571e-09,1.550285580790963e-10,48.554461943334935
428.07,0.9845327427776663,3.6458123570154087e-09,2.0930889408705328e-10,17.41833462413253
431.07,1.02514918889894,9.573646299737526e-09,2.0163854910912616e-10,47.479246116556304
434.07,1.0719593616179732,1.1943519250439469e-08,2.2894023202836244e-10,52.16872169920679
437.07,1.0615651811609814,6.464397108588815e-09,1.7508326701686914e-10,36.921844210080764
440.07,1.0561740534370074,5.0545821579033745e-09,1.6937174664730297e-10,29.84312471211008
443.07,1.0169599454772642,5.35837691635798e-09,1.7054957349707348e-10,31.418295610395802
446.07,0.9755621696393711,6.1049686325776356e-09,1.7754407208796374e-10,34.38565174709379
449.07,0.9769941972655859,7.840547827936391e-09,1.7304149712968303e-10,45.31021724841195
452.07,1.0121477505330336,5.929395817804851e-09,1.454705984202681e-10,40.76009779429574
455.07,1.0191597159494188,4.662553396753466e-09,1.8588598915424809e-10,25.082866212603477
458.07,1.0528147179902367,5.940553517849781e-09,1.740320814493736e-10,34.13481852527233
461.07,1.0525169956707912,6.393096911026786e-09,2.792315252132202e-10,22.895326400359124
464.07,1.0306554950822173,5.310170481793988e-09,1.7049922364070797e-10,31.14483672362098
467.07,1.0176513049019165,5.071880005936424e-09,1.7002753470792848e-10,29.82975677821152
470.07,1.006645865685418,7.703066004562028e-09,1.6781425522547917e-10,45.902334066983805
473.07,0.9732331605984558,7.327682937880444e-09,1.6204893355218157e-10,45.218951937877755
476.07,1.0046661119315887,9.927114320526601e-09,2.358835925308898e-10,42.084802143356406
479.07,1.0343168898206487,6.173395319313344e-09,1.6808381988340283e-10,36.728076049174355
482.07,1.0419184253932594,5.053923929341168e-09,1.7976289192462903e-10,28.114389322687227
485.07,0.998718772000481,1.623810753517155e-08,1.267685045006247e-10,128.09260154277146
488.07,1.0032435410416882,8.83416808002329e-09,1.3698542059195733e-10,64.48984163313186
491.07,1.0046072110228246,5.657824078760919e-09,1.5472414138254696e-10,36.567170631583984
494.07,0.976578222822678,7.727636136072064e-09,1.5482305106444561e-10,49.91269764381151
497.07,0.9701447281950414,7.980931662402903e-09,1.4239962031211797e-10,56.04601785390953
500.07,1.0076367779083049,1.3554446224309328e-08,2.8408540912536535e-10,47.71257441922272
503.07,1.060666021381166,7.224488100656553e-09,1.5746265275716163e-10,45.880645182563605
506.07,1.0595464011102647,8.746599569761908e-09,1.8468402006726557e-10,47.35980712666003
509.07,1.100866373692696,7.863852693163605e-09,1.7852078633588304e-10,44.050067527531134
512.0699999999999,1.0555452898293678,7.300530231289077e-09,1.8799420752758533e-10,38.8338041224905
515.0699999999999,1.0644003865734384,7.818318194583585e-09,1.796143847172313e-10,43.52835218009983
518.0699999999999,1.0826191977319248,7.615452206672154e-09,2.4071623934954686e-10,31.63663667748509
521.0699999999999,1.0669584759777664,9.440070872488239e-09,1.791007588436188e-10,52.70815675734129
524.0699999999999,1.0261495461150452,6.566673846652319e-09,1.7932512285028827e-10,36.61881694141977
527.0699999999999,1.0311042201022467,5.985607914935791e-09,2.3097113913792924e-10,25.914960359447164
530.0699999999999,0.9967132772783227,5.1379449223668215e-09,1.5267552155205915e-10,33.65270915819266
533.0699999999999,0.958468615287848,5.7933443785345456e-09,1.8484646817288694e-10,31.341385290175136
536.0699999999999,0.991541737611699,6.49243979250875e-09,1.6729081302854587e-10,38.809302644735816
539.0699999999999,1.036591338739617,9.74020253228988e-09,2.3155363828166367e-10,42.06456268435662
542.0699999999999,1.1144475612201343,8.967720650947311e-09,1.9652428585632316e-10,45.6316155119043
545.0699999999999,1.135823020406647,6.892677873881885e-09,2.606152195113572e-10,26.447718160149556
548.0699999999999,1.121745725123555,9.390924761980295e-09,2.036774013685261e-10,46.10685671990048
551.0699999999999,1.0998976117505053,7.546850256514308e-09,1.89479728387663e-10,39.829328027502505
