Time(s),alphas
62.07,2.0235916793973896
65.07,2.1008893265583946
68.07,2.1027521640086606
71.07,2.103200681094199
74.07,2.102601391287213
77.07,2.0930872335113295
80.07,2.115907169357751
83.07,2.109383961101258
86.07,2.1006602458854764
89.07,2.1039689146408462
92.07,2.110067007265087
95.07,2.11437470558926
98.07,2.108233992091112
101.07,2.099010698976067
104.07,2.1018743012188312
107.07,2.1112258778568833
110.07,2.1081680114971437
113.07,2.108468583796081
116.07,2.094656473837971
119.07,2.0906456137785026
122.07,2.086501350561916
125.07,2.1141776205069265
128.07,2.112416262908839
131.07,2.0948842140021995
134.07,2.03791655964856
137.07,2.0130720803382993
140.07,2.1030758282742026
143.07,2.092701635948518
146.07,2.094902917178642
149.07,2.054469411309287
152.07,2.1112040149354034
155.07,2.098631527879959
158.07,2.094774288622689
161.07,2.0947527018930305
164.07,2.0992876323955856
167.07,2.108298692028076
170.07,2.098027384852588
173.07,2.0975688935993517
176.07,2.0901712049364156
179.07,2.1045733303959597
182.07,2.100823329971294
185.07,2.1036691850027633
188.07,2.0996482650797095
191.07,2.0760943145868924
194.07,2.0235323420014897
197.07,2.1081446587520256
200.07,2.0343624227851116
203.07,2.0976785185604006
206.07,2.101569227197524
209.07,2.0687363433817714
212.07,2.069622126580665
215.07,2.097430334247776
218.07,2.1071053847511974
221.07,2.1091270735323384
224.07,2.06136943342122
227.07,2.0901822237354786
230.07,2.1015310947342276
233.07,2.03483959962447
236.07,2.0849083550327063
239.07,2.0894080132717563
242.07,2.1113376017572647
245.07,2.0984690181349634
248.07,2.1039387894711106
251.07,2.0947857598181017
254.07,2.091953614808397
257.07,2.1080122336232687
260.07,2.1027786878403143
263.07,2.10613774275243
266.07,2.0735998458243423
269.07,2.1056774944946577
272.07,1.9838012004962693
275.07,2.0896225759170197
278.07,2.0947231208442356
281.07,2.0702732885257205
284.07,2.087609263338294
287.07,2.011979912875288
290.07,2.0753163769875953
293.07,2.102833169162533
296.07,2.074967531496394
299.07,2.0978900720534837
302.07,2.0466621418523965
305.07,2.0995791133716635
308.07,2.054829616601816
311.07,2.085984073091555
314.07,2.0897728330821215
317.07,2.0932342184653727
320.07,2.0975738779204742
323.07,2.028817214411179
326.07,2.0864931791277304
329.07,2.042737490302835
332.07,2.091730292745629
335.07,2.1101761948145836
338.07,2.0809404942987415
341.07,2.1067265093654357
344.07,2.0822666463174424
347.07,2.0853889555329914
350.07,2.0903079231694623
353.07,2.0976577598236967
356.07,2.087393602804761
359.07,2.090588793436642
362.07,2.0876937212332196
365.07,2.09065326315113
368.07,2.0757904104174703
371.07,2.081715606519748
374.07,2.1011177825189433
377.07,2.103811562956697
380.07,2.104038683847209
383.07,2.0853734353816726
386.07,2.027742232545804
389.07,1.9921484602500783
392.07,2.097546252892829
395.07,2.0820480758068998
398.07,1.9970544928408567
401.07,2.0612623649963746
404.07,2.0192170464787917
407.07,2.014975215014133
410.07,2.0541067015793395
413.07,2.031510900899174
416.07,2.099478528967524
419.07,2.1032717325658967
422.07,2.065609528735567
425.07,2.077189865687777
428.07,2.031089724000087
431.07,2.0974723783690425
434.07,2.079323193174556
437.07,2.1019898860444246
440.07,2.064494675059367
443.07,2.077617976534813
446.07,2.068846959655718
449.07,1.9965233371888136
452.07,2.1003709422889476
455.07,2.0594913550816933
458.07,2.0959844615992353
461.07,2.0927945031276027
464.07,2.088227761819291
467.07,2.093429627228596
470.07,2.1026965950961425
473.07,2.076884570971785
476.07,2.088999048185228
479.07,2.0694005085637013
