Time(s),alphas
425.27,1.7134537749473333
428.27,1.855319177309043
431.27,1.8606205101782607
434.27,1.9501033603623688
437.27,1.9800095803087177
440.27,1.832382404227117
443.27,1.9533152528966038
446.27,1.9832923163776672
449.27,2.0717524202497595
452.27,2.1039227630501807
455.27,1.912364354091092
458.27,2.0147290116879137
461.27,1.9463049511608073
464.27,1.897714908376909
467.27,1.8504760805513065
470.27,1.8442520813997312
473.27,1.802708672212011
476.27,1.885282602557989
479.27,1.8781026051414054
482.27,1.9162592241999998
485.27,1.9333416912392087
488.27,1.9217172499662654
491.27,2.0051046140634736
494.27,2.0138801759183416
497.27,2.097854341391205
500.27,2.0707790735254377
503.27,2.044516118753474
506.27,2.099469872456285
509.27,1.6922915627822666
512.27,1.8090112885791942
515.27,1.860937354415508
518.27,1.92138530527967
521.27,1.9677534854085883
524.27,1.9729920128802163
527.27,1.9014888022666279
530.27,1.9539796174228194
533.27,1.9218686279838515
536.27,1.8418454369569495
539.27,1.871532186089653
542.27,1.9211333230998502
545.27,1.9929058064621088
548.27,1.9828832424394298
551.27,2.0228609949093004
554.27,1.804301780610095
557.27,1.7710836629195417
560.27,1.7857933537557404
563.27,1.9890634887855905
566.27,1.837477110008359
569.27,2.000705975964422
572.27,2.074814630439578
575.27,2.1009563507518965
578.27,1.8968368041949386
581.27,1.8921439758385814
584.27,3.011841254372158
587.27,1.799413177839431
590.27,1.9970522621671898
593.27,2.015480508680513
596.27,2.058237526980303
599.27,1.9894533060574833
602.27,2.054203492467578
605.27,1.9977797453828656
608.27,2.062491144962178
611.27,2.052031255929655
614.27,2.0021247590570246
617.27,2.035586325344751
620.27,1.9480000590111168
623.27,2.0344672579445437
626.27,2.067251183781247
629.27,2.0329797195270576
632.27,2.058772137846299
635.27,2.0111628379375937
638.27,2.0011584324963954
641.27,1.989291338628277
644.27,1.9847708452080464
647.27,2.0769054848519555
650.27,2.0158773614930396
653.27,2.022745593797743
656.27,2.008027681951448
659.27,1.992371407827366
662.27,2.0380414184791613
665.27,2.0391249896043
668.27,1.928437333805478
671.27,1.9955966998049315
674.27,2.0721724677810958
677.27,1.995289974422033
680.27,1.9567002863880654
683.27,1.8484880814319196
686.27,1.9664585406273598
689.27,2.086131409079156
692.27,2.0040437155619246
695.27,1.9922365933771238
698.27,2.0289093591188125
701.27,1.9745902063173955
704.27,2.0509126922082834
707.27,2.0166307360391964
710.27,2.0199957155488266
713.27,2.0442642729511378
716.27,2.102154994942519
719.27,1.9434996373659035
722.27,2.0275377528257126
725.27,2.0024957774025696
728.27,2.0341444315499153
731.27,2.1084698361482666
734.27,2.0146371873443862
737.27,2.007569834478827
740.27,1.9614341564506086
743.27,2.0636901875720612
746.27,2.030230763691574
749.27,2.046157191815199
