Time(s),alphas
427.87,2.0819520534810563
430.87,2.078693878358781
433.87,1.8081287058169815
436.87,1.819692659912374
439.87,2.0171936048191594
442.87,2.0848014752552233
445.87,2.0362379157817982
448.87,2.0001982487355954
451.87,2.01644722977252
454.87,2.065344261565186
457.87,2.058721363518098
460.87,2.0797955730860074
463.87,1.9802999058942763
466.87,2.005103085645292
469.87,2.038293935245406
472.87,2.065274070622735
475.87,2.0782561890981333
478.87,2.0846551984752595
481.87,1.8784722040236277
484.87,2.080330503755136
487.87,2.0774391949810234
490.87,2.076774688312907
493.87,2.0773384185424137
496.87,2.0816531837170005
499.87,2.0851384383498175
502.87,2.0873508461022148
505.87,2.0808784186994345
508.87,2.0813930003324126
511.87,2.0864651419838895
514.87,2.0595490602362734
517.87,2.06249902206485
520.87,2.0956169072925976
523.87,2.0761387403777487
526.87,2.075737528956978
529.87,2.0600343420184104
532.87,2.082685427554622
535.87,2.08376514633335
538.87,2.075569828678395
541.87,2.0885753176750224
544.87,2.097438412836141
547.87,2.044033131058089
550.87,2.0551185952997564
553.87,2.058311875023652
556.87,2.0910957061358078
559.87,2.092719877594746
562.87,2.0794735837959037
565.87,2.06998237317682
568.87,2.0878155373333835
571.87,2.084093789606271
574.87,2.0890239248615385
577.87,2.08005255350311
580.87,2.0617023699928385
583.87,2.0843318105010686
586.87,2.0566730061532774
589.87,2.08262685775518
592.87,2.068700032539873
595.87,2.0695906567959277
598.87,2.030728058879696
601.87,2.0758640166626448
604.87,2.06186062184599
607.87,2.0215878880061053
610.87,2.0481099584281304
613.87,1.9691326842989494
616.87,2.0612768253407667
619.87,2.0804930565681143
622.87,2.0094645767459958
625.87,2.087206144696708
628.87,2.0850446176399084
631.87,2.094884266255013
634.87,2.0765050344084406
637.87,2.0361272178603453
640.87,2.0683170144968788
643.87,2.089970259675947
646.87,2.078196193245177
649.87,2.048185819097301
652.87,2.0559524584366495
655.87,2.06494038739173
658.87,2.016969268787529
661.87,1.9856398433689069
664.87,2.0296251121596374
667.87,2.0383756339241725
670.87,2.075422774244915
673.87,2.033976627636917
676.87,2.0522656508076427
679.87,2.0127237847939123
682.87,2.0377212450179187
685.87,1.9749648640749367
688.87,2.0075689813698427
691.87,2.037820865440115
694.87,2.012933635054557
697.87,2.02946273098468
700.87,1.9940031596206007
703.87,2.069131271313764
706.87,2.0769500145940802
709.87,2.079742904183989
712.87,2.058030237922035
715.87,2.0695130409455444
718.87,2.084921572556829
721.87,2.031693757397394
