Time(s),Mean RR Interval (s),LF Power,HF Power,LF_div_HF
356.05,0.6156953843061169,6.4105506178913824e-09,1.5294604344354075e-10,41.91380485274079
359.05,0.6128265024524456,6.407047398341147e-09,1.3663936693071689e-10,46.8902011350056
362.05,0.6152458716554948,1.0626411306672849e-08,1.5192781730332135e-10,69.94381605218085
365.05,0.6172793234387939,5.605241207889305e-09,1.3643872727107587e-10,41.08247943967431
368.05,0.601424555635092,6.357436901321864e-09,1.1876750617498997e-10,53.52841956582744
371.05,0.5886661731167729,5.512071384721482e-09,1.8820750025587188e-10,29.28720363018323
374.05,0.5795194436564421,1.2157065409722977e-08,1.4745289301712016e-10,82.44711352195355
377.05,0.5821069741166245,8.330684056900863e-09,1.338215954781827e-10,62.25216510932301
380.05,0.5905597301030937,4.193911656440229e-09,1.902677212322029e-10,22.042160537162136
383.05,0.6082262175450699,4.176316287547668e-09,1.390437749548323e-10,30.03598175397873
386.05,0.6280782127717713,5.222226178100178e-09,1.3170451103007716e-10,39.65108056858877
389.05,0.6489875828837345,1.0494412281450786e-08,1.670446065821331e-10,62.8240114791785
392.05,0.6510753933471235,3.709716598223952e-09,1.2965719481834218e-10,28.611729595272337
395.05,0.6547473321706739,7.721453579627796e-09,1.1944516236796054e-10,64.64433909714343
398.05,0.653610667355896,5.3546457687611216e-09,1.8532025794886638e-10,28.894012063368578
401.05,0.6448027487939463,5.52934547266126e-09,1.3024172535998237e-10,42.454485744705806
404.05,0.6367942157056115,6.239956320695329e-09,1.5105849128532213e-10,41.30821291541421
407.05,0.6439542028759563,7.909672258329997e-09,1.3355760453869818e-10,59.22292695836857
410.05,0.633432381728068,5.7121798987639345e-09,1.3940916886111616e-10,40.97420525083676
413.05,0.6282730882380013,7.399998041361684e-09,1.3049016640432602e-10,56.70923905815755
416.05,0.6313255940944411,6.754596310024866e-09,1.4199467373512326e-10,47.56936392293759
419.05,0.6312392786278812,7.294531014220304e-09,1.6230417386891502e-10,44.94358241280802
422.05,0.6276734129712929,6.7831975869450794e-09,1.1071280604851734e-10,61.26840994322282
425.05,0.6427678961109463,4.587881415775316e-09,1.4981599744892497e-10,30.623441380747135
428.05,0.656097837347127,6.250954183176296e-09,1.443729798174787e-10,43.29725819248843
431.05,0.6675545120660016,1.1969287272921993e-08,1.2169352279259322e-10,98.3559929752522
434.05,0.6757103421926484,7.219540774280664e-09,1.3600245691522615e-10,53.08389964440709
437.05,0.685280317063341,6.044413642575743e-09,1.4573676300766861e-10,41.474872350895346
440.05,0.6711404361112298,6.568186256395417e-09,1.445783963742448e-10,45.42992882140913
443.05,0.6628523768939035,6.6243650071726105e-09,1.150878995286989e-10,57.55917897798392
446.05,0.653434382217999,6.597419494853978e-09,1.3668260003959139e-10,48.268173805173255
449.05,0.6414884598411404,6.095204985624413e-09,1.4081731967556494e-10,43.28448375290353
452.05,0.6256737363070012,8.26047334332777e-09,1.3539387274178041e-10,61.01068812088656
455.05,0.6223874664165286,8.235409476098673e-09,1.6514505372673602e-10,49.8677331851896
458.05,0.6152273706022938,1.1385503346012468e-08,1.1728569198339353e-10,97.07495563588898
461.05,0.6096104235641181,1.2402433083778174e-08,1.518637872726025e-10,81.66814028887107
464.05,0.6093222593969023,1.3818249261713709e-08,1.4565768476957185e-10,94.86797269621552
