Time(s),alphas
420.85,2.0982643286787397
423.85,2.099262336976693
426.85,2.0829097894197592
429.85,2.0993867105398643
432.85,2.0946087547494856
435.85,2.084950296963573
438.85,2.0883406534683076
441.85,2.0956596771515903
444.85,2.096829067616752
447.85,2.038815898560833
450.85,2.086283851015202
453.85,2.093395103714935
456.85,2.1009268146119355
459.85,2.0952080529578603
462.85,2.0973083243114523
465.85,2.0909059174436853
468.85,2.1004849240142245
471.85,2.073767455253757
474.85,2.0993369866433196
477.85,2.0992509122309166
480.85,2.1088083301242575
483.85,2.0787831418259435
486.85,2.081893387378202
489.85,2.0998208262434237
492.85,2.0981102788971193
495.85,2.099097344704943
498.85,2.074102024570848
501.85,2.0751016328363416
504.85,2.040457943599452
507.85,2.077321032208226
510.85,2.1063172627458093
513.85,2.107530165681492
516.85,2.107648080287947
519.85,2.0894126279371745
522.85,2.0868336487952583
525.85,2.0958847367898565
528.85,2.103195578451571
531.85,2.108711504810777
534.85,2.0964821273382492
537.85,2.0954712190515496
540.85,2.0977140379128167
543.85,2.064398829611224
546.85,2.0714967211107096
549.85,2.0847170736303164
552.85,2.018777814759215
555.85,2.055185344377823
558.85,2.1010303118023277
561.85,2.0981419058835944
564.85,2.045470020229246
567.85,2.043317197455712
570.85,1.979753040612582
573.85,2.0747709759537685
576.85,2.0847446636680327
579.85,2.0932361923781717
582.85,2.0968388779708285
585.85,2.0871331445684675
588.85,2.091393306310442
591.85,2.105355782228295
594.85,2.081846106789614
597.85,2.0496445136910375
600.85,2.086782106835219
603.85,2.0951250107051305
606.85,2.107281097417277
609.85,2.095739379054122
612.85,2.09667431108107
615.85,2.091401799820574
618.85,2.0886327288706914
621.85,2.106143349802191
624.85,2.1068705073008904
627.85,2.0958443060366463
630.85,2.0978015573307247
633.85,2.093700420218726
636.85,2.1060559708899547
639.85,2.094567158092309
642.85,2.0908428472103937
645.85,2.092958689729449
648.85,2.0498088786972724
651.85,2.0608480136359355
654.85,2.097645207108465
657.85,2.075412999111024
660.85,2.108575556883282
663.85,2.1060532310142888
666.85,2.0465933071378974
669.85,2.0923200448826167
672.85,2.111042722159533
675.85,2.0907089938011674
678.85,2.0936704018876338
681.85,2.1058912992310126
684.85,2.0851745238867156
687.85,2.0943335626992043
690.85,2.0987892938898547
693.85,2.089944666607735
696.85,2.1028561402377512
699.85,2.091442129433325
702.85,2.105870745033989
705.85,2.0999251014137843
708.85,2.0956935996080848
711.85,2.051312530323033
714.85,2.089476095183709
717.85,2.1018724897577354
720.85,2.0971619624844524
723.85,2.0979791993907386
726.85,2.069718386352238
729.85,2.092207819007898
732.85,2.1043665027000755
735.85,2.058870548667854
738.85,2.0986357119112435
741.85,2.097435079473104
744.85,2.032193017784058
747.85,2.0981394173634875
750.85,2.0498279723272304
753.85,2.102488974107692
756.85,2.1062055287877195
759.85,2.095833664795613
762.85,2.095522133926611
765.85,2.0955997485778477
768.85,2.107369679410065
771.85,2.08632995409962
774.85,2.09709742692883
777.85,2.098725848475608
780.85,2.0909973867086076
783.85,2.0959014875449125
