Time(s),SampEn
356.05,-1.7132220488206317e-06
359.05,0.0008954386871525235
362.05,0.002070462972510635
365.05,0.0020713549707345163
368.05,0.0008426614428349269
371.05,0.0025547826046820213
374.05,-1.704287390198158e-06
377.05,0.0005182498219956405
380.05,0.002552908422022679
383.05,0.0025878176822116575
386.05,0.0018267863363004562
389.05,-1.704287390198158e-06
392.05,-1.704287390198158e-06
395.05,-1.704287390198158e-06
398.05,-1.704287390198158e-06
401.05,0.002602278059252706
404.05,0.0008694880457437065
407.05,0.00045598034318887856
410.05,0.002085629159300538
413.05,-1.704287390198158e-06
416.05,0.0006535721204033953
419.05,0.0008619703567844109
422.05,0.00020205408812717097
425.05,0.001931452003386386
428.05,0.0018948347525942905
431.05,7.084601795242727e-05
434.05,0.0018583501627932708
437.05,0.0002563695585106712
440.05,0.0011832212751039265
443.05,0.0024306904379831243
446.05,-1.704287390198158e-06
449.05,0.0025123203893515247
452.05,0.0008019354691346336
455.05,-1.704287390198158e-06
458.05,0.0013171762095159738
461.05,-1.704287390198158e-06
464.05,0.00027719741682404937
467.05,0.001982349083852772
470.05,0.001325441657975499
473.05,0.0020940074379238987
476.05,0.0016117318716011198
479.05,0.00034599225964957174
482.05,0.0022801494662917717
485.05,-1.704287390198158e-06
488.05,-1.704287390198158e-06
491.05,-1.704287390198158e-06
494.05,0.002774326451175618
497.05,0.000560312772145697
500.05,0.002826879270544558
503.05,0.0024873043172359294
506.05,-1.704287390198158e-06
509.05,0.0004335512041911476
512.05,0.0008052291686541875
515.05,0.000700313823493817
518.05,0.001717437956356909
521.05,0.0008724485797776478
524.05,0.0019927143620043133
527.05,0.0016152447879084256
530.05,-1.704287390198158e-06
533.05,0.00234591731026274
536.05,0.0011550444803932612
539.05,0.0015650535935360869
542.05,0.0006570408549229761
545.05,0.0011621125877534146
548.05,0.001507179045601742
551.05,0.00018523635884315972
554.05,0.000245124872691365
557.05,0.0007093313242081738
560.05,0.0015239401936465915
563.05,-1.704287390198158e-06
566.05,-1.704287390198158e-06
569.05,-1.704287390198158e-06
572.05,0.0002805806523165156
575.05,0.00105423182865201
578.05,0.0005447699930121475
581.05,-1.704287390198158e-06
584.05,0.000296222157019907
587.05,0.0013232645928933384
590.05,0.003029155391855695
593.05,0.0016869281282835304
596.05,0.0022062922783041084
599.05,-1.704287390198158e-06
602.05,-1.704287390198158e-06
605.05,0.0022606589109761773
608.05,0.0012237209385050894
611.05,0.0005304965556000537
614.05,0.0009804775162018968
617.05,0.0008533118705010307
620.05,0.002665146941491023
623.05,-1.704287390198158e-06
626.05,5.0142619818912756e-05
629.05,0.0010772337871290014
632.05,-1.704287390198158e-06
635.05,-1.704287390198158e-06
638.05,0.000908300699839875
641.05,0.001736278932052393
644.05,0.0001797841873840053
647.05,0.0026541778449008543
650.05,-1.704287390198158e-06
653.05,-1.704287390198158e-06
656.05,0.002265325602965608
659.05,-1.704287390198158e-06
662.05,0.0033147871235840723
665.05,-1.704287390198158e-06
668.05,0.0005965261853907668
671.05,0.0007291401741606265
674.05,0.0016060058889950726
677.05,0.0018385830023731854
680.05,0.0011772401893701875
683.05,0.0008642130771120396
686.05,0.0003120345874209774
689.05,0.0022477404422730435
692.05,0.0019499032313060713
695.05,0.0013444008442189167
698.05,0.0018255546483313305
701.05,-1.704287390198158e-06
704.05,0.00019576116502648244
707.05,0.0022120557710590756
710.05,0.0013712418329151577
713.05,0.001683824930800092
716.05,-1.704287390198158e-06
719.05,0.0004151931306875412
722.05,0.0021343544100408266
725.05,0.0012223662671248898
728.05,-1.704287390198158e-06
731.05,0.002078936674417369
734.05,0.0022700154375071067
737.05,0.0011552322734779687
740.05,-1.704287390198158e-06
743.05,-1.704287390198158e-06
746.05,0.0008599757308718898
749.05,0.0005147955088351622
752.05,-1.704287390198158e-06
755.05,0.0016146965515401331
758.05,0.001787502954195337
761.05,0.001150339016255019
764.05,0.002614579593924934
767.05,0.002285163103480751
770.05,0.001965249081180285
773.05,0.0003702169353660411
776.05,0.0012230662133074167
779.05,0.002579732012656072
782.05,0.002668859169168024
785.05,0.0016440126185352049
788.05,0.0025290314202103905
791.05,7.865077173210865e-05
794.05,0.00019854266449218576
797.05,0.0016444107713039593
800.05,0.00046395272331627716
803.05,0.0014023892326809613
806.05,0.0006742612339807395
809.05,0.0010777480919980187
812.05,3.523761610869505e-05
815.05,0.0004910064467050064
818.05,0.0001664859970464181
821.05,-1.704287390198158e-06
824.05,-1.704287390198158e-06
827.05,0.0009972925656604585
830.05,0.0004792478909308759
833.05,0.00022229709976028265
836.05,0.0006805801764459805
839.05,-1.704287390198158e-06
842.05,-1.704287390198158e-06
845.05,-1.704287390198158e-06
848.05,0.0007812368084108927
851.05,-1.704287390198158e-06
854.05,0.0024705493971632518
857.05,-1.704287390198158e-06
860.05,8.187005710394981e-06
863.05,0.0004526921117668477
866.05,-1.704287390198158e-06
869.05,0.002412261313806154
872.05,-1.704287390198158e-06
875.05,0.0015014838524578797
878.05,0.0005262669887940411
881.05,0.0008450056001366559
884.05,0.002153852525938515
887.05,0.0001638558179850952
890.05,-1.704287390198158e-06
893.05,-1.704287390198158e-06
896.05,0.002445223639559586
899.05,1.1343727222187469e-05
902.05,-1.704287390198158e-06
905.05,6.81510641413184e-05
908.05,0.00046561454468762155
911.05,0.0023333435665205786
914.05,0.002655574630699744
917.05,-1.704287390198158e-06
920.05,-1.704287390198158e-06
923.05,-3.9717927090530483e-05
926.05,0.0005721823341989284
929.05,0.0008870241952926792
932.05,-1.704287390198158e-06
935.05,-1.704287390198158e-06
938.05,-1.704287390198158e-06
941.05,0.003014945065342412
944.05,-1.704287390198158e-06
947.05,0.00013175890904191205
950.05,-1.704287390198158e-06
953.05,0.00039687037586942864
956.05,-1.704287390198158e-06
959.05,0.00041671309801962067
962.05,0.0006396707956559513
965.05,0.002395317691425968
968.05,0.0021688060598993837
971.05,0.0021471993466
974.05,-1.704287390198158e-06
977.05,1.6083049944278794e-06
980.05,-1.704287390198158e-06
983.05,0.000488647445568236
986.05,-1.704287390198158e-06
989.05,0.0019482995254099422
992.05,0.0021230773549516867
995.05,0.0026669947297330455
998.05,0.0016794861728287272
1001.05,0.0013090855726784504
1004.05,0.0020715718396323544
1007.05,0.0013305275033041956
1010.05,0.0023826761558785317
1013.05,0.0021427222015700893
1016.05,0.002286393696402958
1019.05,0.00013285001867081915
1022.05,0.002109454156384593
1025.05,0.002153413515594702
1028.05,0.0007543930195667441
1031.05,-1.704287390198158e-06
1034.05,0.0010317636744718067
1037.05,0.0011294595992166374
1040.05,0.002494554674306624
1043.05,0.0015100335607074198
1046.05,0.0016007472348435279
1049.05,0.0016493424812422707
1052.05,-1.704287390198158e-06
1055.05,0.000150919513740672
1058.05,0.002756389695797665
1061.05,0.00032560414148138315
1064.05,-1.704287390198158e-06
1067.05,-1.704287390198158e-06
1070.05,0.0005747754077118067
1073.05,0.001982063960560455
1076.05,-1.704287390198158e-06
1079.05,-1.704287390198158e-06
1082.05,-1.704287390198158e-06
1085.05,2.918547865299923e-05
1088.05,0.00015105279184172952
1091.05,0.00020026935096859787
1094.05,0.0008885597510701251
1097.05,0.0014256793070463094
1100.05,0.0019567698102619423
1103.05,-1.704287390198158e-06
1106.05,0.00031909829085876803
1109.05,9.231011522351602e-06
1112.05,0.003814888161116072
1115.05,0.0030249232298254413
1118.05,0.0012012605854118071
1121.05,0.0017288225126772159
1124.05,0.0024326451375492157
1127.05,0.0028793548085447036
1130.05,-1.704287390198158e-06
1133.05,-1.704287390198158e-06
1136.05,0.0016175267246753106
1139.05,0.0013400620488773116
1142.05,0.0023703767749121913
1145.05,0.001982634216011549
1148.05,0.003216442444540983
