Time(s),SampEn
425.27,0.0013063275564605167
428.27,0.0016567130674724686
431.27,0.0013046277414013924
434.27,0.0013046277414013924
437.27,0.0017238271331761685
440.27,0.0028803907718384708
443.27,0.0013046277414013924
446.27,0.0013417104555318539
449.27,0.0014268558970709758
452.27,0.00169367703121599
455.27,0.0017020644418001358
458.27,0.0013046277414013924
461.27,0.0013046277414013924
464.27,0.0014245283384030705
467.27,0.0013046277414013924
470.27,0.0013046277414013924
473.27,0.0013046277414013924
476.27,0.0013046277414013924
479.27,0.0013046277414013924
482.27,0.0013046277414013924
485.27,0.0013046277414013924
488.27,0.0013046277414013924
491.27,0.0017784564637601619
494.27,0.0013046277414013924
497.27,0.0013046277414013924
500.27,0.0013046277414013924
503.27,0.0013046277414013924
506.27,0.00028872348614252484
509.27,-4.249612915658145e-07
512.27,-4.249612915658145e-07
515.27,0.0007895944864291426
518.27,0.0013046277414013924
521.27,0.0013046277414013924
524.27,0.0013046277414013924
527.27,0.0026939383204472086
530.27,0.0013046277414013924
533.27,0.0013046277414013924
536.27,0.0013046277414013924
539.27,0.0013046277414013924
542.27,0.0028715695115744313
545.27,0.0013046277414013924
548.27,0.0027358547431368834
551.27,0.0011342570786218257
554.27,-4.249612915658145e-07
557.27,0.0004515454935785034
560.27,0.001738024741696645
563.27,0.002065704990271141
566.27,0.0019136813405777327
569.27,0.001854254564283832
572.27,0.0013046277414013924
575.27,0.0013046277414013924
578.27,0.002560898996180964
581.27,0.001541630296035472
584.27,0.002827833744148648
587.27,-1.704287390198158e-06
590.27,-1.704287390198158e-06
593.27,-1.704287390198158e-06
596.27,-1.704287390198158e-06
599.27,-1.704287390198158e-06
602.27,-1.704287390198158e-06
605.27,-1.704287390198158e-06
608.27,-1.704287390198158e-06
611.27,-1.704287390198158e-06
614.27,-1.704287390198158e-06
617.27,-1.704287390198158e-06
620.27,-1.704287390198158e-06
623.27,-1.704287390198158e-06
626.27,-1.704287390198158e-06
629.27,-1.704287390198158e-06
632.27,-1.704287390198158e-06
635.27,-1.704287390198158e-06
638.27,-1.704287390198158e-06
641.27,-1.704287390198158e-06
644.27,-1.704287390198158e-06
647.27,-1.704287390198158e-06
650.27,-1.704287390198158e-06
653.27,-1.704287390198158e-06
656.27,-1.704287390198158e-06
659.27,-1.704287390198158e-06
662.27,-1.704287390198158e-06
665.27,-1.704287390198158e-06
668.27,-1.704287390198158e-06
671.27,-1.704287390198158e-06
674.27,-1.704287390198158e-06
677.27,-1.704287390198158e-06
680.27,-1.704287390198158e-06
683.27,-1.704287390198158e-06
686.27,-1.704287390198158e-06
689.27,-1.704287390198158e-06
692.27,-1.704287390198158e-06
695.27,-1.704287390198158e-06
698.27,-1.704287390198158e-06
701.27,-1.704287390198158e-06
704.27,-1.704287390198158e-06
707.27,-1.704287390198158e-06
710.27,-1.704287390198158e-06
713.27,-1.704287390198158e-06
716.27,0.0013002538540414703
719.27,-1.704287390198158e-06
722.27,-1.704287390198158e-06
725.27,-1.704287390198158e-06
728.27,-1.704287390198158e-06
731.27,0.0013437046059350268
734.27,-1.704287390198158e-06
737.27,-1.704287390198158e-06
740.27,-1.704287390198158e-06
743.27,-1.704287390198158e-06
746.27,-1.704287390198158e-06
749.27,-1.704287390198158e-06
752.27,-1.704287390198158e-06
755.27,-1.704287390198158e-06
758.27,-1.704287390198158e-06
761.27,-1.704287390198158e-06
764.27,-1.704287390198158e-06
767.27,-1.704287390198158e-06
770.27,-1.704287390198158e-06
773.27,-1.704287390198158e-06
776.27,-1.704287390198158e-06
779.27,-1.704287390198158e-06
782.27,-1.9574322101661237e-05
785.27,2.935083116593338e-05
788.27,-1.704287390198158e-06
791.27,-2.9170075323216648e-05
794.27,0.00048220310077713697
797.27,-1.704287390198158e-06
800.27,0.0007459516117357399
803.27,-1.704287390198158e-06
806.27,-1.704287390198158e-06
809.27,-1.704287390198158e-06
812.27,-1.704287390198158e-06
815.27,0.003577430298521288
818.27,0.0009635121773143804
821.27,0.0001157777080964578
824.27,-1.704287390198158e-06
827.27,-1.704287390198158e-06
830.27,-1.704287390198158e-06
833.27,-1.704287390198158e-06
836.27,-1.704287390198158e-06
839.27,-1.704287390198158e-06
842.27,-1.704287390198158e-06
845.27,-1.704287390198158e-06
848.27,-1.704287390198158e-06
851.27,-1.704287390198158e-06
854.27,-1.704287390198158e-06
857.27,-1.704287390198158e-06
860.27,-1.704287390198158e-06
863.27,-1.704287390198158e-06
866.27,-1.704287390198158e-06
869.27,-1.704287390198158e-06
872.27,-1.704287390198158e-06
875.27,-1.704287390198158e-06
878.27,-1.704287390198158e-06
881.27,-1.704287390198158e-06
884.27,-1.704287390198158e-06
887.27,-1.704287390198158e-06
890.27,-1.704287390198158e-06
893.27,-1.704287390198158e-06
896.27,-1.704287390198158e-06
899.27,-1.704287390198158e-06
902.27,-1.704287390198158e-06
905.27,-1.704287390198158e-06
908.27,-1.704287390198158e-06
911.27,-1.704287390198158e-06
914.27,-1.704287390198158e-06
917.27,-1.704287390198158e-06
920.27,-1.704287390198158e-06
923.27,-1.704287390198158e-06
926.27,-1.704287390198158e-06
929.27,-1.704287390198158e-06
932.27,-1.704287390198158e-06
935.27,-1.704287390198158e-06
938.27,-1.704287390198158e-06
941.27,-1.704287390198158e-06
944.27,-1.704287390198158e-06
947.27,-1.704287390198158e-06
950.27,-1.704287390198158e-06
953.27,-1.704287390198158e-06
956.27,-1.704287390198158e-06
959.27,-1.704287390198158e-06
962.27,-1.704287390198158e-06
965.27,-1.704287390198158e-06
968.27,-1.704287390198158e-06
971.27,-1.704287390198158e-06
974.27,-1.704287390198158e-06
