Time(s),Mean RR Interval (s),LF Power,HF Power,LF_div_HF,alphas,SampEn
95.57,0.8970970369095687,5.2688417411654215e-09,1.6859401163042527e-10,31.25165413772373,2.0949471056469444,0.0042368272402201
98.57,0.8146064812035066,4.772109401016793e-09,1.5815647925584716e-10,30.173341133226856,2.0984038582895383,0.0042818385416834
101.57,0.7867270241315815,4.026447531049871e-09,1.0909412620978032e-10,36.90801394116577,2.1053683086411663,0.0063876209706121
104.57,0.7708473303128113,5.371678264698539e-09,1.3944614187423394e-10,38.52152660876943,2.079189307861206,0.0049358594283443
107.57,0.7552830343455404,6.322664512060182e-09,1.4286104027239532e-10,44.257444156956026,2.077175522631392,0.0013634846416565
110.57,0.7751599135916338,8.622954596024973e-09,1.5790625321624239e-10,54.60806282456968,2.1029418938960287,0.0054697012536641
113.57,0.805416578900728,5.944113846442353e-09,1.6134034971721628e-10,36.842078605015374,2.106771261703995,0.0055698590620318
116.57,0.8034115157891951,8.327668875474681e-09,1.6802554657235117e-10,49.5619210611454,2.0980483953942213,0.0071403167736922
119.57,0.8132648732895493,8.358842382566843e-09,1.5662011606894443e-10,53.37017103784591,2.081112473444662,0.0051078261167939
122.57,0.8475640847448774,4.033941286043774e-09,1.6681764706981238e-10,24.1817419014164,2.096513163642216,0.0033133334056903
125.57,0.8713118590348058,8.449150220966914e-09,1.4249501039167454e-10,59.29435843222034,2.096597626956266,0.001021524057399
128.57,0.91278946018715,5.108284924452294e-09,1.6009423657031255e-10,31.907987657061984,2.095967061458921,0.003008127877199
131.57,0.9434330953701292,1.1189924924787892e-08,1.5808592517359966e-10,70.78381527324362,2.0803387937092497,0.0003376088957733
134.57,0.93473509782462,6.023185060174905e-09,2.2910832977472434e-10,26.289681680702447,2.061527439580343,0.0003070735733962
137.57,0.9333883983114294,2.6987814072624527e-09,2.0219671663840849e-10,13.347305792747983,2.0423295577046234,-1.704287390198158e-06
140.57,0.9274930059557612,7.082988055585117e-09,1.567566166761303e-10,45.18461935306403,2.075148582374287,0.0011422151524556
143.57,0.8999180034796224,6.918007080209163e-09,1.5672017683027124e-10,44.14241497252393,2.082875890541389,0.0017432968256184
146.57,0.8836859021425681,1.2339565839499476e-08,1.6509101296849962e-10,74.74401917840275,2.0508970476128106,-1.704287390198158e-06
149.57,0.8936347079476109,9.001264344663284e-09,1.454324253202242e-10,61.893104820631386,2.0744070507187944,-1.6130303360454873e-05
152.57,0.9016085504455732,7.349399459775928e-09,1.7623790328325075e-10,41.70158247947335,2.061101426022621,-1.704287390198158e-06
155.57,0.9196707409368096,6.542964872754506e-09,1.5686587058265574e-10,41.71056998218671,2.068869327486647,0.0018486199365831
158.57,0.9458921274124724,5.930511820541073e-09,1.7922539869076302e-10,33.08968407303491,2.080160906283262,0.0016340493947284
161.57,0.9837028985743076,1.3472653663190714e-08,1.6820125107735307e-10,80.09841530248104,2.0915121862649246,0.0042686920550699
164.57,0.9448678531049444,1.0159753074219054e-08,1.5725869460709162e-10,64.60535043612714,2.083197143776943,0.0035608900708439
167.57,0.9092560010380678,9.139138793685753e-09,1.6647982073948055e-10,54.896375747468674,2.0884012603486086,0.0013216178937455
170.57,0.8804582767836805,4.110283419240976e-09,1.5499071042022174e-10,26.519546933470306,2.08782131033593,0.0018297230612205
173.57,0.8525515266675671,5.869166166661708e-09,1.342912942959737e-10,43.70474048545734,2.097062263128202,0.0016107795539042
176.57,0.8246675397168328,3.739566907492227e-09,1.4343999175228243e-10,26.070601802253123,2.08745037053488,0.0029157316313232
179.57,0.8449832437155171,1.2292568570024645e-08,2.2562857354073246e-10,54.48143547211445,2.0826812356776547,0.0036971003021236
182.57,0.8626941836866832,4.389059862787493e-09,1.7710869893489466e-10,24.781729464349556,2.068286310457499,-1.704287390198158e-06
185.57,0.8719442561399298,4.7846294305613165e-09,1.7055042076833434e-10,28.05404647497455,2.1071934277245923,0.0025345909891064
188.57,0.883823272260385,6.391919670876187e-09,1.910509632228383e-10,33.456621013843154,2.001839537726254,-1.704287390198158e-06
191.57,0.8927134033595644,6.498566765180417e-09,1.6342076039824131e-10,39.76585807913272,2.0693739537284954,0.0002302637660701
194.57,0.9084694604954766,7.325770517156738e-09,1.7804152259873827e-10,41.14641579238355,2.0309092859684266,0.0028139172034896
197.57,0.914969446878132,5.813658170644112e-09,1.7076550654658466e-10,34.04468670643478,2.065665769081208,-1.704287390198158e-06
200.57,0.9049931208066024,7.55862983327127e-09,1.8325478226794856e-10,41.24656251654766,2.096451481489693,0.0042663336735641
203.57,0.8838625096056205,9.115806819253152e-09,1.5072031888812083e-10,60.48160517773177,2.03774292777855,0.0013994948599277
206.57,0.8773647969735614,8.454187359509685e-09,1.4393540777518747e-10,58.73598088327419,1.9847748951208128,-7.661797993812847e-06
209.57,0.8671106858270267,3.815219151669812e-09,1.852743699088288e-10,20.592266234920857,2.015315770489067,0.0010232672122468
212.57,0.8703788120824262,8.058974140875624e-09,1.5600025590671189e-10,51.66000590213703,2.072965769093308,0.0002722238442114
215.57,0.8967157779899901,8.998873574217544e-09,1.7882612624662038e-10,50.32191751336789,2.085821470875624,0.0039794713061374
218.57,0.9349231559148784,5.708582469884643e-09,1.9169691499689516e-10,29.779208861953272,2.058483038280856,0.0011159836453163
221.57,0.9544457478449112,6.182670215009906e-09,1.5153892144462014e-10,40.79922277439041,2.029398502633121,3.458142126719438e-05
224.57,0.9635084641085876,7.562951196977163e-09,1.9332461249577632e-10,39.12047772573394,2.070002599299115,-1.704287390198158e-06
