Time(s),Mean RR Interval (s),LF Power,HF Power,LF_div_HF,alphas,SampEn
427.87,0.5659534152097284,6.236152719426929e-09,1.2975603160640452e-10,48.06059989830272,2.0819520534810563,0.000680872819678
430.87,0.558957584745897,4.255054684494869e-09,2.058739399771921e-10,20.668253033707263,2.078693878358781,-1.704287390198158e-06
433.87,0.5550547997594198,2.58732360686274e-09,1.4650272232771267e-10,17.66058381546756,1.8081287058169813,-1.704287390198158e-06
436.87,0.5552777563205059,5.651943622525613e-10,1.2437661789917952e-10,4.544217167174552,1.819692659912374,-1.704287390198158e-06
439.87,0.5571675305579286,4.50620478113323e-09,1.3628474576674216e-10,33.06463064359246,2.0171936048191594,-1.704287390198158e-06
442.87,0.5584672733759902,2.1869794149812327e-09,1.3270487616385162e-10,16.48002302704351,2.0848014752552237,-1.704287390198158e-06
445.87,0.5575929875902075,5.201146214874094e-09,1.666218289858135e-10,31.215275012477083,2.0362379157817982,-1.704287390198158e-06
448.87,0.5575857138578463,5.194273321756825e-09,1.3346379033134648e-10,38.91897052272501,2.000198248735596,-1.704287390198158e-06
451.87,0.5574363415496957,4.722840600873879e-09,1.347685046028508e-10,35.04409739346455,2.01644722977252,-1.704287390198158e-06
454.87,0.5537871565347889,3.3522347341928212e-09,1.3314491558553163e-10,25.17733943839081,2.065344261565186,-1.704287390198158e-06
457.87,0.5494644048683162,3.839966739536831e-09,1.5076189265907889e-10,25.470406823694034,2.058721363518098,-1.704287390198158e-06
460.87,0.5507913614457944,6.3514793877622275e-09,1.6023367120545823e-10,39.63885580339789,2.079795573086008,-1.704287390198158e-06
463.87,0.5541317912380205,3.7754121343048465e-09,1.2744954063886832e-10,29.62279907310594,1.9802999058942763,-1.704287390198158e-06
466.87,0.5551648195347711,2.000748246919182e-09,1.8558381391903343e-10,10.780833762755131,2.005103085645292,-1.704287390198158e-06
469.87,0.5592349956035135,4.849025257509088e-09,1.8342628424953318e-10,26.435825581640596,2.038293935245406,-1.704287390198158e-06
472.87,0.5669807902881775,7.700074435033514e-09,1.735065869871281e-10,44.37914760898824,2.065274070622735,0.0011576304684827
475.87,0.571425450759769,4.3481510927296636e-09,1.413117012551967e-10,30.769929553655853,2.0782561890981333,-1.704287390198158e-06
478.87,0.571972745453202,5.3950790715145765e-09,1.365433754559639e-10,39.51183317021867,2.0846551984752595,-1.704287390198158e-06
481.87,0.5767769812043225,2.9869030143768894e-09,1.6344002502558427e-10,18.275223672471487,1.878472204023628,-1.704287390198158e-06
484.87,0.5828569803302713,6.955387673106956e-09,1.9760997591486674e-10,35.19755336695875,2.080330503755136,0.000319305593222
487.87,0.582703336305476,5.141009718360354e-09,1.5726875966457676e-10,32.68932577153348,2.077439194981024,-1.704287390198158e-06
490.87,0.5820739782982526,6.0162204281535155e-09,1.2087764237895398e-10,49.77115957715768,2.076774688312907,-1.704287390198158e-06
493.87,0.5863145455809958,6.839552606659745e-09,1.8600175679459177e-10,36.77144089672713,2.0773384185424137,-1.704287390198158e-06
496.87,0.5878711334018986,6.8210481317276365e-09,1.6704747616927142e-10,40.83299124385319,2.0816531837170005,-1.704287390198158e-06
499.87,0.5878267755277622,5.501218660606205e-09,1.9850307764633882e-10,27.71351822769922,2.085138438349817,-1.704287390198158e-06
502.87,0.5895423812794477,5.946604847557512e-09,2.0480421473646234e-10,29.035558937151148,2.0873508461022148,5.654493592608373e-05
